all_planet_names,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date,visibility_from_naked_eyes
K2-279 b,182.983,1.92,11.491,2018,not visible
HD 55696 b,77.9693,5551.0,7.95,2018,not visible
HD 75784 c,85.4321,7332.0,7.84,2018,not visible
KELT-12 b,368.03,1235.0,10.585,2017,not visible
Qatar-3 b,735.601,5603.0,12.929,2017,not visible
Qatar-4 b,329.036,7930.0,13.574,2017,not visible
Qatar-5 b,367.658,5616.0,12.614,2017,not visible
Kepler-150 f,891.092,12.9,15.161,2017,not visible
K2-111 b,200.394,5.58,11.13,2017,not visible
KELT-11 b,99.1596,222.3,8.04,2017,not visible
HAT-P-67 b,371.686,442.0,10.106,2017,not visible
K2-105 b,197.989,30.0,11.752,2017,not visible
K2-107 b,685.2,1092.0,13.012,2017,not visible
WASP-53 b,201.338,2771.6,12.591,2017,not visible
WASP-53 c,201.338,21255.0,12.591,2017,not visible
WASP-81 b,398.505,947.7,12.469,2017,not visible
K2-108 b,477.295,242.957,12.339,2017,not visible
KELT-16 b,444.586,3575.0,11.717,2017,not visible
TRAPPIST-1 e,12.4298888,0.692,17.02,2017,not visible
TRAPPIST-1 f,12.4298888,1.039,17.02,2017,not visible
TRAPPIST-1 g,12.4298888,1.321,17.02,2017,not visible
TRAPPIST-1 h,12.4298888,0.326,17.02,2017,not visible
Kepler-1649 b,92.1913,1.03,17.95,2017,not visible
HATS-23 b,639.004,1911.0,13.84,2017,not visible
HATS-24 b,494.182,2938.0,12.915,2017,not visible
KELT-18 b,321.376,1534.0,10.16,2017,not visible
K2-110 b,116.474,15.9,11.985,2017,not visible
Kepler-19 d,218.562,22.5,12.035,2017,not visible
HATS-22 b,229.518,3562.0,13.397,2017,not visible
K2-129 b,27.7957,1.12,13.639,2017,not visible
Kepler-1650 b,134.397,0.84,17.07,2017,not visible
HD 34445 f,46.0907,37.9,7.31,2017,not visible
BD+03 2562 b,1070.63,8320.0,9.577,2017,not visible
GJ 3942 b,16.9287,7.14,10.166,2017,not visible
GJ 625 b,6.47249,2.82,10.066,2017,not visible
GJ 9827 b,29.661,4.28,10.37,2017,not visible
GJ 9827 c,29.661,1.86,10.37,2017,not visible
GJ 9827 d,29.661,3.02,10.37,2017,not visible
HD 208897 b,67.4872,1552.2,6.50821,2017,not visible
HD 34445 d,46.0907,30.7,7.31,2017,not visible
HD 34445 g,46.0907,494.0,7.31,2017,not visible
YZ Ceti c,3.71207,1.14,12.074,2017,not visible
HD 76920 b,184.031,4069.0,7.83,2017,not visible
KELT-19 A b,300.276,5291.0,9.857,2017,not visible
Tau Ceti e,3.6522,3.93,3.496,2017,visible
Tau Ceti f,3.6522,3.93,3.496,2017,visible
Tau Ceti g,3.6522,1.75,3.496,2017,visible
Tau Ceti h,3.6522,1.83,3.496,2017,visible
K2-116 b,49.3855,0.257,10.8,2017,not visible
K2-117 b,101.632,4.78,14.639,2017,not visible
K2-117 c,101.632,4.9,14.639,2017,not visible
K2-118 b,321.722,6.99,14.0,2017,not visible
WASP-151 b,453.099,410.8,12.821,2017,not visible
K2-133 d,75.1703,4.67,14.073,2017,not visible
K2-133 c,75.1703,3.2,14.073,2017,not visible
K2-133 b,75.1703,2.36,14.073,2017,not visible
K2-131 b,152.509,7.9,12.129,2017,not visible
K2-132 b,609.818,637.0,12.071,2017,not visible
K2-130 b,118.011,2.1,12.676,2017,not visible
K2-128 b,114.637,2.6,12.58,2017,not visible
K2-127 b,709.999,217.1,15.041,2017,not visible
K2-126 b,102.953,4.54,12.759,2017,not visible
K2-125 b,124.156,5.39,16.4,2017,not visible
K2-124 b,140.385,8.75,16.692,2017,not visible
K2-123 b,161.555,8.05,14.781,2017,not visible
K2-122 b,72.0444,1.65,13.105,2017,not visible
K2-121 b,169.398,180.7,13.229,2017,not visible
K2-120 b,289.543874,4.7,14.092,2017,not visible
K2-119 b,365.581,6.94,14.818,2017,not visible
YZ Ceti b,3.71207,0.7,12.074,2017,not visible
YZ Ceti d,3.71207,1.09,12.074,2017,not visible
WASP-156 b,122.066,166.4,11.559,2017,not visible
HD 106315 c,109.353,15.2,8.951,2017,not visible
TYC 4282-00605-1 b,464.128,14014.0,10.465,2017,not visible
Kepler-1651 b,66.4074,4.04,13.86,2017,not visible
Ross 128 b,3.37454,1.4,11.12,2017,not visible
HD 17674 b,44.4264,1131.0,7.535,2017,not visible
HD 29021 b,30.9939,5811.0,7.76,2017,not visible
HD 42012 b,36.7984,2080.0,8.44,2017,not visible
CoRoTID 223977153 b,576.683,195.0,13.626,2017,not visible
HD 106315 b,109.353,12.6,8.951,2017,not visible
HD 147379 b,10.7643,21.6,8.61,2017,not visible
HD 111591 b,114.166,5720.0,6.417,2017,not visible
HD 176986 b,27.7843,5.74,8.42,2017,not visible
HD 176986 c,27.7843,9.18,8.42,2017,not visible
HD 3167 d,47.2899,4.33,8.97,2017,not visible
HD 34445 c,46.0907,218.4,7.31,2017,not visible
Kepler-448 c,399.398,28600.0,11.51,2017,not visible
PSR B0329+54 b,504.9331206,1.97,20.8671,2017,not visible
Qatar-6 b,100.848,868.4,11.496,2017,not visible
TAP 26 b,121.402,2158.0,12.5,2017,not visible
NGC 2682 Sand 978 b,821.918,2834.0,9.814,2017,not visible
LHS 1140 b,14.9861,5.6,14.15,2017,not visible
HIP 67537 b,116.046,17625.4,6.43,2017,not visible
HD 113996 b,116.334,8190.0,4.77044,2017,visible
HD 177565 b,16.9179,15.1,6.15,2017,not visible
HD 20794 e,6.0414,4.77,4.258,2017,visible
HD 40956 b,116.593,3510.0,6.42794,2017,not visible
GJ 1148 c,11.0143,278.382,11.939,2017,not visible
GJ 273 b,5.921535,2.89,9.84,2017,not visible
GJ 273 c,5.921535,1.18,9.84,2017,not visible
GJ 3138 b,28.4712,1.78,10.8275,2017,not visible
GJ 3138 c,28.4712,4.18,10.8275,2017,not visible
GJ 3138 d,28.4712,10.5,10.8275,2017,not visible
GJ 3293 d,20.1903,7.6,11.945,2017,not visible
GJ 3293 e,20.1903,3.28,11.945,2017,not visible
GJ 3323 b,5.37484,2.02,12.57,2017,not visible
GJ 3323 c,5.37484,2.31,12.57,2017,not visible
HD 27894 c,43.8214,210.6,9.36,2017,not visible
HD 27894 d,43.8214,8440.9,9.36,2017,not visible
HIP 65426 b,108.875,11700.0,7.01,2017,not visible
WASP-153 b,610.176,507.0,12.591,2017,not visible
HD 34445 e,46.0907,16.8,7.31,2017,not visible
Kepler-80 g,369.451,1.51,15.23,2017,not visible
HATS-52 b,555.134,2912.0,13.844,2017,not visible
HATS-51 b,389.57,998.4,12.525,2017,not visible
HATS-50 b,756.742,507.0,14.045,2017,not visible
K2-18 c,38.0266,7.51,13.477,2017,not visible
K2-139 b,153.856,503.1,11.652,2017,not visible
Kepler-90 i,848.254,2.3,13.883,2017,not visible
KELT-9 b,204.455,3744.0,7.55,2017,not visible
K2-113 b,635.722,1677.0,13.744,2017,not visible
HATS-53 b,585.77,773.5,13.944,2017,not visible
K2-115 b,413.591,1092.0,13.444,2017,not visible
K2-114 b,475.758,2613.0,14.55,2017,not visible
WASP-91 b,149.942,1742.0,11.98,2017,not visible
WASP-107 b,64.7414,30.5,11.592,2017,not visible
WASP-105 b,169.272,2340.0,12.049,2017,not visible
WASP-167 b,423.552,10400.0,10.517,2017,not visible
K2-138 f,202.585,1.63,12.246,2017,not visible
NGTS-1 b,218.121,1055.6,15.667,2017,not visible
K2-136 b,59.2474,4.3,11.101,2017,not visible
Kepler-1652 b,252,3.19,16.86,2017,not visible
K2-137 b,98.8765,650.0,15.94,2017,not visible
K2-136 d,59.2474,3.0,11.101,2017,not visible
K2-136 c,59.2474,18.1,11.101,2017,not visible
K2-140 b,347.917,1209.0,12.727,2017,not visible
K2-138 b,202.585,3.1,12.246,2017,not visible
KELT-20 b,136.426,4396.6,7.59,2017,not visible
K2-138 c,202.585,6.31,12.246,2017,not visible
K2-138 d,202.585,7.92,12.246,2017,not visible
K2-138 e,202.585,12.97,12.246,2017,not visible
MASCARA-1 b,182.273,4810.0,8.28,2017,not visible
Kepler-1653 b,755,5.35,15.864,2017,not visible
Kepler-1414 b,570.835,2.04,14.989,2016,not visible
Kepler-1424 b,661.421,1.65,13.756,2016,not visible
Kepler-1417 b,991.845,0.972,14.038,2016,not visible
Kepler-1415 b,1043.56,2.21,15.937,2016,not visible
Kepler-1423 b,449,1.2,14.721,2016,not visible
Kepler-1416 b,949.59,0.615,14.369,2016,not visible
Kepler-1422 b,2465.84,4.74,15.741,2016,not visible
Kepler-1421 b,783.401,0.749,12.868,2016,not visible
Kepler-1420 b,1054.37,2.18,15.894,2016,not visible
Kepler-1419 b,1498.58,8.55,15.96,2016,not visible
Kepler-1418 b,499,3.39,15.461,2016,not visible
Kepler-574 b,682.896,6.3,14.671,2016,not visible
Kepler-572 b,504.667,7.18,14.679,2016,not visible
Kepler-985 b,679.361,9.17,14.904,2016,not visible
Kepler-977 b,568.751,7.37,14.754,2016,not visible
Kepler-1413 b,1167.49,3.97,16.473,2016,not visible
Kepler-1411 b,1660.48,8.35,15.945,2016,not visible
Kepler-1410 b,367,3.82,16.319,2016,not visible
Kepler-1409 b,694.89,1.12,15.391,2016,not visible
Kepler-1408 b,535.048,0.64,12.124,2016,not visible
Kepler-1407 b,1396.41,5.69,15.023,2016,not visible
Kepler-1406 b,572.403,1.37,13.39,2016,not visible
Kepler-1405 b,1530.3,14.9,16.028,2016,not visible
Kepler-1404 b,962.183,4.7,15.931,2016,not visible
Kepler-1403 b,2163.9,5.22,15.713,2016,not visible
Kepler-1402 b,1493.64,0.363,14.78,2016,not visible
Kepler-1401 b,1425.43,3.46,15.224,2016,not visible
Kepler-534 b,570.659,5.65,13.387,2016,not visible
Kepler-532 b,312.798,7.13,13.74,2016,not visible
Kepler-531 b,252.762,8.15,13.566,2016,not visible
Kepler-530 b,457.709,9.32,13.502,2016,not visible
Kepler-1412 b,755.678,0.498,13.347,2016,not visible
Kepler-999 b,545.063,6.08,12.364,2016,not visible
Kepler-978 b,682.522,9.22,13.513,2016,not visible
Kepler-998 b,986.364,5.99,14.463,2016,not visible
Kepler-980 b,961.468,7.61,14.221,2016,not visible
Kepler-981 b,878.082,5.95,14.875,2016,not visible
Kepler-982 b,801.479,5.69,13.099,2016,not visible
Kepler-984 b,460.188,5.14,13.599,2016,not visible
Kepler-1426 b,1697.81,3.05,15.464,2016,not visible
Kepler-986 b,548.364,6.17,13.69,2016,not visible
Kepler-987 b,914.126,10.7,15.171,2016,not visible
Kepler-989 b,491.978,5.52,14.717,2016,not visible
Kepler-990 b,802.163,7.27,14.716,2016,not visible
Kepler-990 c,802.163,2.96,14.716,2016,not visible
Kepler-991 b,389.561,6.99,15.626,2016,not visible
Kepler-993 b,324.423,9.11,16.608,2016,not visible
Kepler-994 b,188.158,3.19,15.046,2016,not visible
Kepler-995 b,609.638,7.75,15.173,2016,not visible
Kepler-996 b,1216.58,4.58,14.717,2016,not visible
Kepler-1425 b,863.873,0.779,13.681,2016,not visible
Kepler-1004 b,1152.68,32.5,13.705,2016,not visible
Kepler-1427 b,1220,1.37,15.601,2016,not visible
Kepler-529 b,799.008,4.12,13.779,2016,not visible
Kepler-501 b,1125.24,17.1,14.886,2016,not visible
Kepler-499 b,556.726,5.35,14.63,2016,not visible
Kepler-498 b,938.844,9.43,14.349,2016,not visible
Kepler-955 b,550.383,9.96,14.734,2016,not visible
Kepler-497 b,1291.98,30.4,14.95,2016,not visible
Kepler-496 b,605.274,5.99,15.106,2016,not visible
Kepler-493 b,1745.77,153400.0,15.268,2016,not visible
Kepler-495 b,658.924,23.8,14.942,2016,not visible
Kepler-166 d,603.53,3.64,14.857,2016,not visible
Kepler-157 d,773.713,2.73,14.206,2016,not visible
Kepler-956 b,544.939,9.27,13.387,2016,not visible
Kepler-957 b,824.688,25.9,15.833,2016,not visible
Kepler-958 b,449.773,4.9,13.91,2016,not visible
Kepler-959 b,807.729,17.6,12.606,2016,not visible
Kepler-502 b,1591.04,20.4,15.136,2016,not visible
Kepler-571 b,723.875,7.46,14.951,2016,not visible
Kepler-570 b,568.148,6.57,14.451,2016,not visible
Kepler-504 b,99.0688,3.15,15.143,2016,not visible
Kepler-506 b,228.439,7.9,11.094,2016,not visible
Kepler-556 b,674.598,5.65,14.316,2016,not visible
Kepler-557 b,2097.12,7.61,14.723,2016,not visible
Kepler-558 b,661.876,6.21,14.899,2016,not visible
Kepler-560 b,109.308,3.61,15.66,2016,not visible
Kepler-561 b,621.378,38.7,14.427,2016,not visible
Kepler-561 c,621.378,7.65,14.427,2016,not visible
Kepler-562 b,992.769,23.7,14.908,2016,not visible
Kepler-564 b,863.037,19.4,14.883,2016,not visible
Kepler-565 b,1041,12.9,15.231,2016,not visible
Kepler-566 b,564.277,5.27,15.217,2016,not visible
Kepler-569 b,638.301,10.1,14.244,2016,not visible
Kepler-567 b,558.81,5.69,14.827,2016,not visible
Kepler-960 b,284.916,5.86,14.127,2016,not visible
Kepler-961 b,574.314,7.04,14.204,2016,not visible
Kepler-962 b,411.486,4.54,13.68,2016,not visible
Kepler-1045 b,942.485,7.7,15.879,2016,not visible
Kepler-533 b,302.955,11.4,14.128,2016,not visible
Kepler-538 b,155.956,12.9,11.27,2016,not visible
Kepler-542 b,436.016,3.09,13.606,2016,not visible
Kepler-547 b,378.972,15.1,14.48,2016,not visible
Kepler-1008 b,282.565,2.18,13.59,2016,not visible
Kepler-1007 b,365,2.67,14.981,2016,not visible
Kepler-1006 b,1081.738,2.99,14.467,2016,not visible
Kepler-1005 b,567.806,2.86,13.371,2016,not visible
Kepler-1003 b,941.902,3.82,14.132,2016,not visible
Kepler-1002 b,408.303,3.57,11.821,2016,not visible
Kepler-1001 b,928.978,10.1,15.582,2016,not visible
Kepler-1000 b,1115.62,20.3,13.23,2016,not visible
Kepler-551 b,311.175,7.9,15.278,2016,not visible
Kepler-954 b,215.814,5.99,13.095,2016,not visible
Kepler-1040 b,482.119,4.98,13.614,2016,not visible
Kepler-963 b,771.494,7.56,15.091,2016,not visible
Kepler-1036 b,489.435,9.32,13.87,2016,not visible
Kepler-1032 b,673.01,4.16,16.007,2016,not visible
Kepler-1027 b,405.104,0.64,12.994,2016,not visible
Kepler-997 b,467.568,2.42,11.521,2016,not visible
Kepler-992 b,259.639,3.26,13.557,2016,not visible
Kepler-988 b,304.889,4.94,15.578,2016,not visible
Kepler-983 b,714.437,6.17,14.1125,2016,not visible
Kepler-979 b,576.503,7.85,14.882,2016,not visible
Kepler-974 b,134.311,3.09,15.295,2016,not visible
Kepler-969 c,390.354,0.937,13.865,2016,not visible
Kepler-967 c,568.546,12.9,14.702,2016,not visible
Kepler-966 b,1027.8,16.0,14.731,2016,not visible
Kepler-965 b,582.828,11.4,13.488,2016,not visible
Kepler-964 b,454.626,5.14,14.061,2016,not visible
Kepler-529 c,799.008,4.66,13.779,2016,not visible
Kepler-1388 c,453.795,5.73,16.43,2016,not visible
Kepler-528 b,784.23,4.98,14.064,2016,not visible
Kepler-1400 b,752.237,3.26,16.067,2016,not visible
Kepler-1010 b,579.273,5.99,14.964,2016,not visible
Kepler-1011 b,736.779,8.6,15.294,2016,not visible
Kepler-1012 b,411.077,2.21,13.486,2016,not visible
Kepler-1013 b,422.246,5.27,14.563,2016,not visible
Kepler-1014 b,624.8,6.3,14.866,2016,not visible
Kepler-1015 b,739.357,12.3,12.825,2016,not visible
Kepler-1016 b,1402.82,5.39,15.531,2016,not visible
Kepler-1016 c,1402.82,13.1,15.531,2016,not visible
Kepler-1017 b,552.058,4.62,14.315,2016,not visible
Kepler-1018 b,1010.01,7.18,15.103,2016,not visible
Kepler-1019 b,194.182,2.73,13.882,2016,not visible
Kepler-1020 b,415.358,5.82,14.211,2016,not visible
Kepler-1021 b,810.082,6.04,15.207,2016,not visible
Kepler-1022 b,420.042,6.17,15.758,2016,not visible
Kepler-1023 b,694.175,7.41,14.7121,2016,not visible
Kepler-1052 b,943.444,8.91,14.932,2016,not visible
Kepler-1398 b,852.204,0.666,13.752,2016,not visible
Kepler-1024 b,1087.4,14.5,16.272,2016,not visible
Kepler-1025 b,803.776,4.58,13.695,2016,not visible
Kepler-1398 c,852.204,1.08,13.752,2016,not visible
Kepler-1026 b,351.239,5.52,14.463,2016,not visible
Kepler-1028 b,607.916,2.33,14.611,2016,not visible
Kepler-1029 b,366.656,2.13,14.434,2016,not visible
Kepler-1030 b,758.702,6.71,16.003,2016,not visible
Kepler-1031 b,682.882,0.59,13.877,2016,not visible
Kepler-1033 b,1455.5,6.85,16.186,2016,not visible
Kepler-1034 b,654.549,5.73,15.269,2016,not visible
Kepler-1009 b,355.019,5.35,15.758,2016,not visible
Kepler-1395 b,492.894,0.437,12.632,2016,not visible
Kepler-80 f,369.451,1.92,15.23,2016,not visible
Kepler-516 b,687.094,27.9,12.121,2016,not visible
Kepler-1397 b,1198.25,3.61,14.324,2016,not visible
Kepler-1396 b,1066.46,4.94,14.691,2016,not visible
Kepler-132 e,349.549,1.76,11.922,2016,not visible
Kepler-507 b,391.644,5.697,12.197,2016,not visible
Kepler-508 b,324.618,3.33,11.592,2016,not visible
Kepler-509 b,332.443,6.76,11.848,2016,not visible
Kepler-510 b,386.177,6.66,12.067,2016,not visible
Kepler-511 b,651.999,33.1,12.711,2016,not visible
Kepler-512 b,467.375,7.7,12.728,2016,not visible
Kepler-513 b,468.258,5.48,13.019,2016,not visible
Kepler-514 b,455.336,3.61,12.273,2016,not visible
Kepler-515 b,255,2.73,12.913,2016,not visible
Kepler-517 b,289.907,7.61,12.372,2016,not visible
Kepler-581 b,703.758,7.41,14.701,2016,not visible
Kepler-518 b,337.901,5.1,12.573,2016,not visible
Kepler-519 b,246.61,5.06,12.77,2016,not visible
Kepler-520 b,623.901,3.39,12.798,2016,not visible
Kepler-520 c,623.901,1.24,12.798,2016,not visible
Kepler-521 b,830.638,10.2,12.94,2016,not visible
Kepler-522 b,639.239,38.2,12.22,2016,not visible
Kepler-523 b,253.295,4.5,12.588,2016,not visible
Kepler-575 b,853.977,6.3,14.864,2016,not visible
Kepler-576 b,617.55,10.7,14.627,2016,not visible
Kepler-578 b,541.432,4.66,14.578,2016,not visible
Kepler-579 b,530.765,4.66,14.552,2016,not visible
Kepler-580 b,323.899,7.13,15.308,2016,not visible
Kepler-1394 b,640.409,2.51,11.714,2016,not visible
Kepler-1272 b,1206.37,6.21,14.734,2016,not visible
Kepler-1268 b,1840.77,4.78,15.484,2016,not visible
Kepler-148 d,791.163,230.1,15.398,2016,not visible
Kepler-1374 b,1078.46,5.86,15.991,2016,not visible
Kepler-1373 b,1699.46,1.65,14.328,2016,not visible
Kepler-1372 b,1303.22,2.15,15.667,2016,not visible
Kepler-1371 c,515.334,0.196,14.018,2016,not visible
Kepler-1371 b,515.334,0.315,14.018,2016,not visible
Kepler-1370 c,1004.1,2.15,13.718,2016,not visible
Kepler-1370 b,1004.1,4.04,13.718,2016,not visible
Kepler-1369 b,1236.56,7.7,15.621,2016,not visible
Kepler-1368 b,1635.82,3.36,15.914,2016,not visible
Kepler-1367 b,401.484,0.721,16.012,2016,not visible
Kepler-1366 b,465.826,2.63,16.685,2016,not visible
Kepler-1365 c,840.128,0.437,13.417,2016,not visible
Kepler-1365 b,840.128,0.721,13.417,2016,not visible
Kepler-1376 b,868.056,1.16,14.792,2016,not visible
Kepler-1364 b,1056.9,5.27,13.196,2016,not visible
Kepler-1363 b,541.714,2.1,15.454,2016,not visible
Kepler-1362 b,731.298,7.27,16.05,2016,not visible
Kepler-1361 b,389.143,0.566,14.096,2016,not visible
Kepler-1360 b,1516.27,11.5,14.007,2016,not visible
Kepler-1359 b,614.859,8.4,15.987,2016,not visible
Kepler-1358 b,546.998,1.46,14.693,2016,not visible
Kepler-1357 b,1015.69,2.18,15.322,2016,not visible
Kepler-524 c,1058.24,0.84,14.082,2016,not visible
Kepler-525 b,992.852,7.41,13.613,2016,not visible
Kepler-526 b,666.146,4.62,13.194,2016,not visible
Kepler-527 b,750.04,8.45,13.471,2016,not visible
Kepler-1375 b,1430.84,3.68,13.864,2016,not visible
Kepler-1377 b,1146.1,2.1,15.857,2016,not visible
Kepler-1263 b,664.83,1.55,15.173,2016,not visible
Kepler-1388 d,453.795,8.55,16.43,2016,not visible
Kepler-1258 b,717.555,0.566,13.929,2016,not visible
Kepler-1254 d,622.818,2.27,15.541,2016,not visible
Kepler-1251 b,902.204,4.04,15.024,2016,not visible
Kepler-582 b,613.179,13.1,15.097,2016,not visible
Kepler-577 b,524.247,7.04,15.155,2016,not visible
Kepler-573 b,771.471,8.2,14.292,2016,not visible
Kepler-1393 b,544.456,0.437,13.476,2016,not visible
Kepler-1392 b,1117,4.5,15.963,2016,not visible
Kepler-1391 b,1038.35,3.46,13.906,2016,not visible
Kepler-1390 b,723.431,1.76,14.558,2016,not visible
Kepler-1389 b,497.093,3.78,14.896,2016,not visible
Kepler-1388 e,453.795,6.62,16.43,2016,not visible
Kepler-1388 b,453.795,7.22,16.43,2016,not visible
Kepler-1378 b,506.434,5.48,16.5497,2016,not visible
Kepler-1387 b,455.358,0.749,14.727,2016,not visible
Kepler-1386 b,835.882,2.07,14.597,2016,not visible
Kepler-1385 b,688.795,0.543,12.947,2016,not visible
Kepler-1384 b,618,4.42,15.7578,2016,not visible
Kepler-1383 b,1027.21,2.57,13.832,2016,not visible
Kepler-1382 b,738.261,4.19,12.857,2016,not visible
Kepler-1381 b,1197.04,5.69,15.579,2016,not visible
Kepler-342 e,781.611,0.615,13.2,2016,not visible
Kepler-524 b,1058.24,4.31,14.082,2016,not visible
Kepler-1380 b,2462.94,2.63,15.816,2016,not visible
Kepler-1399 b,1385.7,2.1,15.572,2016,not visible
Kepler-1379 b,971.325,2.24,16.107,2016,not visible
Kepler-1049 b,162.006,0.809,14.695,2016,not visible
K2-75 c,561.93,8.1,12.803,2016,not visible
Kepler-1057 b,1201.82,11.2,15.825,2016,not visible
Kepler-733 b,916.706,8.35,15.561,2016,not visible
Kepler-970 b,331.545,7.31,15.21,2016,not visible
Kepler-971 b,338.522,5.18,13.483,2016,not visible
Kepler-972 b,1198.03,19.5,15.084,2016,not visible
Kepler-737 b,205.118,4.5,15.971,2016,not visible
Kepler-736 b,1005.43,8.91,15.809,2016,not visible
Kepler-734 b,1157.21,12.4,14.469,2016,not visible
Kepler-732 c,174.826,2.15,16.53,2016,not visible
Kepler-723 b,1071.8,,15.452,2016,not visible
Kepler-731 b,1257.16,,15.386,2016,not visible
Kepler-730 b,1935.04,,15.782,2016,not visible
Kepler-729 b,1921.15,12.5,15.567,2016,not visible
Kepler-728 b,1765.23,11.1,15.585,2016,not visible
Kepler-726 b,762.081,10.7,15.362,2016,not visible
Kepler-725 b,758.469,325.0,15.145,2016,not visible
Kepler-873 b,1182.22,13.5,15.052,2016,not visible
Kepler-875 b,1242.62,8.75,15.357,2016,not visible
Kepler-876 b,820.913,2.63,15.647,2016,not visible
Kepler-877 b,602.176,5.14,14.74,2016,not visible
Kepler-878 b,791.625,4.38,14.967,2016,not visible
Kepler-880 b,601.324,7.56,11.845,2016,not visible
Kepler-969 b,390.354,4.94,13.865,2016,not visible
